Date,Position,Trade Outcome,Entry Price,Exit Price,Points Gained,Exit Time
2020-11-20,Long,Closed End of Day,12828.35,12846.0,17.65,2020-11-20 15:15:00
2020-11-23,Long,Closed End of Day,12881.35,12928.15,46.8,2020-11-23 15:15:00
2020-11-24,Long,Closed End of Day,13033.5,13075.55,42.05,2020-11-24 15:15:00
2020-11-25,Long,SL Hit,13094.45,12994.45,-100.0,2020-11-25 10:45:00
2020-11-26,Long,Closed End of Day,12833.25,13015.05,181.8,2020-11-26 15:15:00
2020-11-27,Long,Closed End of Day,12976.8,12942.85,181.8,2020-11-27 15:15:00
2020-12-01,Long,Closed End of Day,13033.7,13097.85,64.15,2020-12-01 15:15:00
2020-12-02,Long,Closed End of Day,13080.5,13104.15,23.65,2020-12-02 15:15:00
2020-12-03,Long,Closed End of Day,13158.45,13136.6,23.65,2020-12-03 15:15:00
2020-12-04,Long,Closed End of Day,13228.75,13270.7,41.95,2020-12-04 15:15:00
2020-12-07,Long,Closed End of Day,13296.8,13355.2,58.4,2020-12-07 15:15:00
2020-12-08,Long,SL Hit,13423.65,13323.65,-100.0,2020-12-08 11:30:00
2020-12-09,Long,Closed End of Day,13480.35,13532.55,52.2,2020-12-09 15:15:00
2020-12-10,Long,Closed End of Day,13416.0,13481.55,65.55,2020-12-10 15:15:00
2020-12-11,Long,SL Hit,13556.35,13456.35,-100.0,2020-12-11 14:00:00
2020-12-14,Long,Closed End of Day,13543.7,13554.85,11.15,2020-12-14 15:15:00
2020-12-15,Long,Closed End of Day,13463.2,13564.5,101.3,2020-12-15 15:15:00
2020-12-16,Long,Closed End of Day,13631.9,13672.75,40.85,2020-12-16 15:15:00
2020-12-17,Long,Closed End of Day,13712.6,13734.85,22.25,2020-12-17 15:15:00
2020-12-18,Long,Closed End of Day,13694.75,13744.1,49.35,2020-12-18 15:15:00
2021-01-11,Long,Closed End of Day,14444.4,14483.05,38.65,2021-01-11 15:15:00
2021-01-12,Long,Closed End of Day,14459.1,14574.75,115.65,2021-01-12 15:15:00
2021-01-13,Long,SL Hit,14623.4,14523.4,-100.0,2021-01-13 13:30:00
2021-01-14,Long,Closed End of Day,14507.8,14597.5,89.7,2021-01-14 15:15:00
2021-01-15,Long,SL Hit,14535.95,14435.95,-100.0,2021-01-15 14:00:00
2021-01-18,Long,SL Hit,14340.5,14240.5,-100.0,2021-01-18 15:15:00
2021-01-19,Long,Closed End of Day,14413.45,14526.6,113.15,2021-01-19 15:15:00
2021-01-20,Long,Closed End of Day,14576.85,14622.45,45.6,2021-01-20 15:15:00
2021-01-21,Long,SL Hit,14727.3,14627.3,-100.0,2021-01-21 14:45:00
2021-01-22,Long,SL Hit,14600.4,14500.4,-100.0,2021-01-22 11:00:00
2021-01-25,Long,SL Hit,14376.85,14276.85,-100.0,2021-01-25 09:45:00
2021-01-27,Long,SL Hit,14166.1,14066.1,-100.0,2021-01-27 12:45:00
2021-01-28,Long,SL Hit,13866.4,13766.4,-100.0,2021-01-28 12:30:00
2021-01-29,Long,SL Hit,13855.9,13755.9,-100.0,2021-01-29 13:15:00
2021-02-01,Long,Closed End of Day,13746.65,14335.45,588.8,2021-02-01 15:15:00
2021-02-02,Long,SL Hit,14657.45,14557.45,-100.0,2021-02-02 09:15:00
2021-02-03,Long,SL Hit,14753.6,14653.6,-100.0,2021-02-03 09:15:00
2021-02-04,Long,Closed End of Day,14750.9,14889.5,138.6,2021-02-04 15:15:00
2021-02-05,Long,Closed End of Day,14946.45,14940.85,138.6,2021-02-05 15:15:00
2021-02-08,Long,Closed End of Day,15103.25,15129.45,26.2,2021-02-08 15:15:00
2021-02-09,Long,SL Hit,15167.6,15067.6,-100.0,2021-02-09 15:00:00
2021-02-10,Long,Closed End of Day,15076.95,15137.8,60.85,2021-02-10 15:15:00
2021-02-11,Long,Closed End of Day,15148.9,15176.65,27.75,2021-02-11 15:15:00
2021-02-12,Long,SL Hit,15192.95,15092.95,-100.0,2021-02-12 14:00:00
2021-02-15,Long,Closed End of Day,15289.35,15335.8,46.45,2021-02-15 15:15:00
2021-02-16,Long,SL Hit,15393.2,15293.2,-100.0,2021-02-16 13:00:00
2021-02-17,Long,Closed End of Day,15240.55,15196.25,46.45,2021-02-17 15:15:00
2021-02-18,Long,SL Hit,15226.45,15126.45,-100.0,2021-02-18 12:15:00
2021-02-19,Long,SL Hit,15102.4,15002.4,-100.0,2021-02-19 14:00:00
2021-02-22,Long,SL Hit,14878.2,14778.2,-100.0,2021-02-22 12:15:00
2021-02-23,Long,SL Hit,14754.95,14654.95,-100.0,2021-02-23 09:45:00
2021-02-24,Long,Closed End of Day,14820.45,14989.1,168.65,2021-02-24 16:45:00
2021-02-25,Long,Closed End of Day,15118.15,15103.8,168.65,2021-02-25 15:15:00
2021-02-26,Long,SL Hit,14877.6,14777.6,-100.0,2021-02-26 10:15:00
2021-03-01,Long,Closed End of Day,14736.55,14784.15,47.6,2021-03-01 15:15:00
2021-03-02,Long,SL Hit,14920.55,14820.55,-100.0,2021-03-02 09:15:00
2021-03-03,Long,Closed End of Day,15036.85,15240.5,203.65,2021-03-03 15:15:00
2021-03-04,Long,Closed End of Day,15065.65,15087.15,21.5,2021-03-04 15:15:00
2021-03-05,Long,SL Hit,15064.7,14964.7,-100.0,2021-03-05 09:15:00
2021-03-08,Long,SL Hit,15089.65,14989.65,-100.0,2021-03-08 10:30:00
2021-03-09,Long,SL Hit,15053.8,14953.8,-100.0,2021-03-09 13:15:00
2021-03-10,Long,Closed End of Day,15191.65,15168.15,21.5,2021-03-10 15:15:00
2021-03-12,Long,SL Hit,15289.65,15189.65,-100.0,2021-03-12 13:15:00
2021-03-15,Long,SL Hit,14869.75,14769.75,-100.0,2021-03-15 12:30:00
2021-03-16,Long,Closed End of Day,14984.7,14922.0,21.5,2021-03-16 15:15:00
2021-03-17,Long,SL Hit,14866.05,14766.05,-100.0,2021-03-17 14:15:00
2021-03-18,Long,SL Hit,14807.0,14707.0,-100.0,2021-03-18 13:00:00
2021-03-19,Long,SL Hit,14501.35,14401.35,-100.0,2021-03-19 09:15:00
2021-03-22,Long,SL Hit,14732.5,14632.5,-100.0,2021-03-22 12:15:00
2021-03-23,Long,Closed End of Day,14772.85,14807.3,34.45,2021-03-23 15:15:00
2021-03-24,Long,SL Hit,14668.75,14568.75,-100.0,2021-03-24 14:45:00
2021-03-25,Long,SL Hit,14437.0,14337.0,-100.0,2021-03-25 12:00:00
2021-03-26,Long,Closed End of Day,14480.7,14518.9,38.2,2021-03-26 15:15:00
2021-03-30,Long,SL Hit,14741.55,14641.55,-100.0,2021-03-30 09:15:00
2021-03-31,Long,Closed End of Day,14747.15,14693.05,38.2,2021-03-31 15:15:00
2021-04-01,Long,Closed End of Day,14766.6,14865.95,99.35,2021-04-01 15:15:00
2021-04-05,Long,SL Hit,14575.85,14475.85,-100.0,2021-04-05 11:00:00
2021-04-06,Long,SL Hit,14721.95,14621.95,-100.0,2021-04-06 09:15:00
2021-04-07,Long,SL Hit,14787.0,14687.0,-100.0,2021-04-07 09:15:00
2021-04-08,Long,SL Hit,14943.05,14843.05,-100.0,2021-04-08 14:45:00
2021-04-09,Long,SL Hit,14905.7,14805.7,-100.0,2021-04-09 13:45:00
2021-04-12,Long,SL Hit,14454.75,14354.75,-100.0,2021-04-12 11:45:00
2021-04-13,Long,SL Hit,14442.15,14342.15,-100.0,2021-04-13 09:15:00
2021-04-15,Long,SL Hit,14457.1,14357.1,-100.0,2021-04-15 11:30:00
2021-04-16,Long,Closed End of Day,14654.25,14590.45,99.35,2021-04-16 15:15:00
2021-04-19,Long,Closed End of Day,14287.95,14362.95,75.0,2021-04-19 15:15:00
2021-04-20,Long,SL Hit,14444.35,14344.35,-100.0,2021-04-20 12:45:00
2021-04-22,Long,Closed End of Day,14244.7,14398.7,154.0,2021-04-22 15:15:00
2021-04-23,Long,SL Hit,14392.25,14292.25,-100.0,2021-04-23 14:30:00
2021-04-26,Long,SL Hit,14523.2,14423.2,-100.0,2021-04-26 09:15:00
2021-04-27,Long,Closed End of Day,14566.85,14657.35,90.5,2021-04-27 15:15:00
2021-04-28,Long,Closed End of Day,14755.15,14850.3,95.15,2021-04-28 15:15:00
2021-04-29,Long,SL Hit,14923.05,14823.05,-100.0,2021-04-29 10:45:00
2021-04-30,Long,SL Hit,14804.0,14704.0,-100.0,2021-04-30 14:00:00
2021-05-03,Long,SL Hit,14542.95,14442.95,-100.0,2021-05-03 09:15:00
2021-05-04,Long,SL Hit,14650.15,14550.15,-100.0,2021-05-04 14:30:00
2021-05-05,Long,Closed End of Day,14551.15,14635.0,83.85,2021-05-05 15:15:00
2021-05-06,Long,Closed End of Day,14648.65,14733.2,84.55,2021-05-06 15:15:00
2021-05-07,Long,Closed End of Day,14832.85,14810.8,84.55,2021-05-07 15:15:00
2021-05-10,Long,Closed End of Day,14920.6,14949.4,28.8,2021-05-10 15:15:00
2021-05-11,Long,Closed End of Day,14846.4,14845.5,28.8,2021-05-11 15:15:00
2021-05-12,Long,Closed End of Day,14739.75,14698.75,28.8,2021-05-12 15:15:00
2021-05-14,Long,Closed End of Day,14687.0,14683.85,28.8,2021-05-14 15:15:00
2021-05-17,Long,Closed End of Day,14808.15,14924.1,115.95,2021-05-17 15:15:00
2021-05-18,Long,Closed End of Day,15058.1,15109.4,51.3,2021-05-18 15:15:00
2021-05-19,Long,Closed End of Day,15102.25,15019.2,51.3,2021-05-19 15:15:00
2021-05-20,Long,SL Hit,15024.9,14924.9,-100.0,2021-05-20 14:45:00
2021-05-21,Long,Closed End of Day,15059.8,15183.55,123.75,2021-05-21 15:15:00
2021-05-24,Long,Closed End of Day,15187.25,15184.0,123.75,2021-05-24 15:15:00
2021-05-25,Long,Closed End of Day,15261.3,15218.15,123.75,2021-05-25 15:15:00
2021-05-26,Long,Closed End of Day,15241.8,15299.7,57.9,2021-05-26 15:15:00
2021-05-27,Long,Closed End of Day,15314.5,15370.15,55.65,2021-05-27 15:15:00
2021-05-28,Long,Closed End of Day,15431.8,15455.3,23.5,2021-05-28 15:15:00
2021-05-31,Long,SL Hit,15495.75,15395.75,-100.0,2021-05-31 09:15:00
2021-06-01,Long,Closed End of Day,15592.0,15568.05,23.5,2021-06-01 15:15:00
2021-06-02,Long,Closed End of Day,15509.15,15590.0,80.85,2021-06-02 15:15:00
2021-06-03,Long,Closed End of Day,15655.3,15688.9,33.6,2021-06-03 15:15:00
2021-06-04,Long,SL Hit,15728.05,15628.05,-100.0,2021-06-04 13:45:00
2021-06-07,Long,Closed End of Day,15715.65,15747.0,31.35,2021-06-07 15:15:00
2021-06-08,Long,Closed End of Day,15695.35,15741.85,46.5,2021-06-08 15:15:00
2021-06-09,Long,SL Hit,15783.75,15683.75,-100.0,2021-06-09 13:00:00
2021-06-10,Long,Closed End of Day,15693.25,15745.15,51.9,2021-06-10 15:15:00
2021-06-11,Long,Closed End of Day,15808.9,15805.1,51.9,2021-06-11 15:15:00
2021-06-14,Long,SL Hit,15732.35,15632.35,-100.0,2021-06-14 09:30:00
2021-06-15,Long,Closed End of Day,15886.7,15859.2,51.9,2021-06-15 15:15:00
2021-06-16,Long,Closed End of Day,15825.55,15755.7,51.9,2021-06-16 15:15:00
2021-06-17,Long,SL Hit,15735.2,15635.2,-100.0,2021-06-17 14:15:00
2021-06-18,Long,SL Hit,15623.35,15523.35,-100.0,2021-06-18 10:45:00
2021-06-21,Long,Closed End of Day,15596.65,15748.6,151.95,2021-06-21 15:15:00
2021-06-22,Long,SL Hit,15883.75,15783.75,-100.0,2021-06-22 15:00:00
2021-06-23,Long,Closed End of Day,15753.45,15693.4,151.95,2021-06-23 15:15:00
2021-06-24,Long,Closed End of Day,15731.05,15793.7,62.65,2021-06-24 15:15:00
2021-06-25,Long,Closed End of Day,15796.45,15847.6,51.15,2021-06-25 15:15:00
2021-06-28,Long,Closed End of Day,15862.25,15825.0,51.15,2021-06-28 15:15:00
2021-06-29,Long,Closed End of Day,15768.65,15751.4,51.15,2021-06-29 15:15:00
2021-06-30,Long,Closed End of Day,15806.25,15730.65,51.15,2021-06-30 15:15:00
2021-07-01,Long,Closed End of Day,15716.5,15693.25,51.15,2021-07-01 15:15:00
2021-07-02,Long,Closed End of Day,15684.35,15729.0,44.65,2021-07-02 15:15:00
2021-07-05,Long,Closed End of Day,15815.95,15838.4,22.45,2021-07-05 15:15:00
2021-07-06,Long,Closed End of Day,15865.0,15816.4,22.45,2021-07-06 15:15:00
2021-07-07,Long,Closed End of Day,15813.15,15878.65,65.5,2021-07-07 15:15:00
2021-07-08,Long,SL Hit,15853.25,15753.25,-100.0,2021-07-08 12:45:00
2021-07-09,Long,Closed End of Day,15674.45,15697.05,22.6,2021-07-09 15:15:00
2021-07-12,Long,SL Hit,15771.8,15671.8,-100.0,2021-07-12 13:15:00
2021-07-13,Long,Closed End of Day,15762.9,15807.9,45.0,2021-07-13 15:15:00
2021-07-14,Long,Closed End of Day,15787.65,15845.35,57.7,2021-07-14 15:15:00
2021-07-15,Long,Closed End of Day,15886.8,15920.7,33.9,2021-07-15 15:15:00
2021-07-16,Long,Closed End of Day,15927.35,15923.6,33.9,2021-07-16 15:15:00
2021-07-19,Long,SL Hit,15825.2,15725.2,-100.0,2021-07-19 14:30:00
2021-07-20,Long,Closed End of Day,15676.25,15624.5,33.9,2021-07-20 15:15:00
2021-07-22,Long,Closed End of Day,15791.65,15827.7,36.05,2021-07-22 15:15:00
2021-07-23,Long,Closed End of Day,15850.1,15850.8,0.7,2021-07-23 15:15:00
2021-07-26,Long,Closed End of Day,15870.3,15821.45,0.7,2021-07-26 15:15:00
2021-07-27,Long,SL Hit,15868.75,15768.75,-100.0,2021-07-27 12:30:00
2021-07-28,Long,SL Hit,15649.7,15549.7,-100.0,2021-07-28 10:45:00
2021-08-18,Long,SL Hit,16697.5,16597.5,-100.0,2021-08-18 12:45:00
2021-08-20,Long,Closed End of Day,16466.35,16415.65,0.7,2021-08-20 15:15:00
2021-08-23,Long,SL Hit,16501.6,16401.6,-100.0,2021-08-23 10:45:00
2021-08-24,Long,Closed End of Day,16515.65,16615.75,100.1,2021-08-24 15:15:00
2021-08-25,Long,Closed End of Day,16682.6,16635.4,100.1,2021-08-25 15:15:00
2021-08-26,Long,Closed End of Day,16666.55,16631.95,100.1,2021-08-26 15:15:00
2021-08-27,Long,Closed End of Day,16636.75,16691.55,54.8,2021-08-27 15:15:00
2021-08-30,Long,Closed End of Day,16849.55,16938.7,89.15,2021-08-30 15:15:00
2021-08-31,Long,Closed End of Day,16955.35,17131.35,176.0,2021-08-31 15:15:00
2021-09-01,Long,SL Hit,17200.3,17100.3,-100.0,2021-09-01 11:00:00
2021-09-02,Long,Closed End of Day,17125.85,17233.85,108.0,2021-09-02 15:15:00
2021-09-03,Long,Closed End of Day,17300.45,17320.55,20.1,2021-09-03 15:15:00
2021-09-06,Long,Closed End of Day,17400.35,17379.65,20.1,2021-09-06 15:15:00
2021-09-07,Long,Closed End of Day,17310.75,17357.45,46.7,2021-09-07 15:15:00
2021-09-08,Long,Closed End of Day,17339.75,17370.7,30.95,2021-09-08 15:15:00
2021-09-09,Long,Closed End of Day,17324.4,17358.1,33.7,2021-09-09 15:15:00
2021-09-13,Long,Closed End of Day,17288.2,17350.7,62.5,2021-09-13 15:15:00
2021-09-14,Long,Closed End of Day,17416.8,17382.0,62.5,2021-09-14 15:15:00
2021-09-15,Long,Closed End of Day,17447.0,17518.3,71.3,2021-09-15 15:15:00
2021-09-16,Long,Closed End of Day,17559.4,17627.55,68.15,2021-09-16 15:15:00
2021-09-17,Long,SL Hit,17751.15,17651.15,-100.0,2021-09-17 11:45:00
2021-09-20,Long,SL Hit,17548.45,17448.45,-100.0,2021-09-20 09:15:00
2021-09-21,Long,Closed End of Day,17372.55,17564.1,191.55,2021-09-21 15:15:00
2021-09-22,Long,Closed End of Day,17603.85,17548.35,191.55,2021-09-22 15:15:00
2021-09-23,Long,Closed End of Day,17725.1,17826.3,101.2,2021-09-23 15:15:00
2021-09-24,Long,Closed End of Day,17878.65,17841.55,101.2,2021-09-24 15:15:00
2021-09-27,Long,Closed End of Day,17885.8,17855.1,101.2,2021-09-27 15:15:00
2021-09-28,Long,SL Hit,17876.6,17776.6,-100.0,2021-09-28 11:45:00
2021-09-29,Long,Closed End of Day,17664.65,17708.55,43.9,2021-09-29 15:15:00
2021-09-30,Long,SL Hit,17703.9,17603.9,-100.0,2021-09-30 14:15:00
2021-10-01,Long,Closed End of Day,17486.75,17526.35,39.6,2021-10-01 15:15:00
2021-10-04,Long,SL Hit,17711.25,17611.25,-100.0,2021-10-04 09:15:00
2021-10-05,Long,Closed End of Day,17683.15,17829.3,146.15,2021-10-05 15:15:00
2021-10-06,Long,SL Hit,17832.05,17732.05,-100.0,2021-10-06 13:15:00
2021-10-07,Long,Closed End of Day,17808.45,17797.15,146.15,2021-10-07 15:15:00
2021-10-08,Long,Closed End of Day,17894.05,17907.5,13.45,2021-10-08 15:15:00
2021-10-11,Long,SL Hit,17979.0,17879.0,-100.0,2021-10-11 09:15:00
2021-10-12,Long,Closed End of Day,17961.5,18005.35,43.85,2021-10-12 15:15:00
2021-10-13,Long,Closed End of Day,18117.15,18165.75,48.6,2021-10-13 15:15:00
2021-10-14,Long,Closed End of Day,18275.45,18339.05,63.6,2021-10-14 15:15:00
2021-10-18,Long,Closed End of Day,18498.3,18476.25,63.6,2021-10-18 15:15:00
2021-10-19,Long,Closed End of Day,18459.6,18427.25,63.6,2021-10-19 15:15:00
2021-10-20,Long,SL Hit,18445.0,18345.0,-100.0,2021-10-20 09:15:00
2021-10-21,Long,SL Hit,18245.65,18145.65,-100.0,2021-10-21 10:45:00
2021-10-22,Long,SL Hit,18276.75,18176.75,-100.0,2021-10-22 11:30:00
2021-10-25,Long,Closed End of Day,18009.0,18136.5,127.5,2021-10-25 15:15:00
2021-10-26,Long,SL Hit,18234.65,18134.65,-100.0,2021-10-26 10:45:00
2021-10-27,Long,SL Hit,18298.95,18198.95,-100.0,2021-10-27 15:15:00
2021-10-28,Long,SL Hit,18092.05,17992.05,-100.0,2021-10-28 12:15:00
2021-10-29,Long,SL Hit,17857.55,17757.55,-100.0,2021-10-29 09:15:00
2021-11-01,Long,Closed End of Day,17761.1,17945.25,184.15,2021-11-01 15:15:00
2021-11-02,Long,Closed End of Day,17935.65,17889.15,184.15,2021-11-02 15:15:00
2021-11-03,Long,SL Hit,17961.15,17861.15,-100.0,2021-11-03 12:30:00
2021-11-08,Long,Closed End of Day,17855.05,18080.7,225.65,2021-11-08 15:15:00
2021-11-09,Long,Closed End of Day,18055.1,18050.85,225.65,2021-11-09 15:15:00
2021-11-10,Long,Closed End of Day,17960.3,18010.1,49.8,2021-11-10 15:15:00
2021-11-11,Long,Closed End of Day,17877.65,17885.65,8.0,2021-11-11 15:15:00
2021-11-12,Long,Closed End of Day,17952.6,18098.65,146.05,2021-11-12 15:15:00
2021-11-15,Long,Closed End of Day,18156.8,18092.0,146.05,2021-11-15 15:15:00
2021-11-16,Long,SL Hit,18081.4,17981.4,-100.0,2021-11-16 15:15:00
2021-11-17,Long,Closed End of Day,17974.75,17887.2,146.05,2021-11-17 15:15:00
2021-11-18,Long,SL Hit,17795.05,17695.05,-100.0,2021-11-18 12:15:00
2021-11-22,Long,SL Hit,17633.95,17533.95,-100.0,2021-11-22 11:45:00
2021-11-23,Long,SL Hit,17339.6,17239.6,-100.0,2021-11-23 09:15:00
2021-11-24,Long,SL Hit,17529.85,17429.85,-100.0,2021-11-24 15:00:00
2021-11-25,Long,Closed End of Day,17398.85,17547.0,148.15,2021-11-25 15:15:00
2021-11-26,Long,SL Hit,17252.4,17152.4,-100.0,2021-11-26 10:30:00
2021-11-29,Long,SL Hit,17085.1,16985.1,-100.0,2021-11-29 09:15:00
2021-11-30,Long,SL Hit,17259.0,17159.0,-100.0,2021-11-30 09:15:00
2021-12-01,Long,Closed End of Day,17109.85,17185.95,76.1,2021-12-01 15:15:00
2021-12-02,Long,SL Hit,17286.65,17186.65,-100.0,2021-12-02 09:15:00
2021-12-03,Long,SL Hit,17393.05,17293.05,-100.0,2021-12-03 13:00:00
2021-12-06,Long,SL Hit,17144.3,17044.3,-100.0,2021-12-06 12:15:00
2021-12-07,Long,SL Hit,17091.2,16991.2,-100.0,2021-12-07 09:15:00
2021-12-08,Long,Closed End of Day,17406.15,17467.85,61.7,2021-12-08 15:15:00
2021-12-09,Long,Closed End of Day,17411.85,17502.65,90.8,2021-12-09 15:15:00
2021-12-10,Long,Closed End of Day,17443.3,17499.2,55.9,2021-12-10 15:15:00
2021-12-13,Long,SL Hit,17616.5,17516.5,-100.0,2021-12-13 12:15:00
2021-12-14,Long,Closed End of Day,17280.1,17319.5,39.4,2021-12-14 15:15:00
2021-12-15,Long,Closed End of Day,17254.05,17208.3,39.4,2021-12-15 15:15:00
2021-12-16,Long,Closed End of Day,17266.85,17285.6,18.75,2021-12-16 15:15:00
2021-12-17,Long,SL Hit,17107.65,17007.65,-100.0,2021-12-17 11:45:00
2021-12-20,Long,SL Hit,16600.35,16500.35,-100.0,2021-12-20 12:30:00
2021-12-21,Long,SL Hit,16809.8,16709.8,-100.0,2021-12-21 14:30:00
2021-12-22,Long,Closed End of Day,16884.0,16968.1,84.1,2021-12-22 15:15:00
2021-12-23,Long,Closed End of Day,17057.75,17051.35,84.1,2021-12-23 15:15:00
2021-12-24,Long,Closed End of Day,16945.9,16999.9,54.0,2021-12-24 15:15:00
2021-12-27,Long,SL Hit,16963.65,16863.65,-100.0,2021-12-27 09:15:00
2021-12-28,Long,Closed End of Day,17208.15,17233.35,25.2,2021-12-28 15:15:00
2021-12-29,Long,Closed End of Day,17253.05,17189.55,25.2,2021-12-29 15:15:00
2021-12-30,Long,Closed End of Day,17247.9,17228.95,25.2,2021-12-30 15:15:00
2021-12-31,Long,SL Hit,17349.7,17249.7,-100.0,2021-12-31 09:15:00
2022-01-03,Long,SL Hit,17498.1,17398.1,-100.0,2022-01-03 09:15:00
2022-01-04,Long,SL Hit,17722.4,17622.4,-100.0,2022-01-04 09:30:00
2022-01-05,Long,Closed End of Day,17845.75,17907.7,61.95,2022-01-05 15:15:00
2022-01-06,Long,Closed End of Day,17723.2,17746.0,22.8,2022-01-06 15:15:00
2022-01-07,Long,SL Hit,17885.65,17785.65,-100.0,2022-01-07 11:45:00
2022-01-10,Long,Closed End of Day,17967.6,18005.45,37.85,2022-01-10 15:15:00
2022-01-11,Long,Closed End of Day,17991.7,18059.0,67.3,2022-01-11 15:15:00
2022-01-12,Long,Closed End of Day,18155.1,18197.6,42.5,2022-01-12 15:15:00
2022-01-13,Long,Closed End of Day,18197.0,18258.55,61.55,2022-01-13 15:15:00
2022-01-14,Long,Closed End of Day,18202.8,18235.5,32.7,2022-01-14 15:15:00
2022-01-17,Long,Closed End of Day,18288.75,18309.7,20.95,2022-01-17 15:15:00
2022-01-18,Long,SL Hit,18237.95,18137.95,-100.0,2022-01-18 14:45:00
2022-01-19,Long,SL Hit,18038.1,17938.1,-100.0,2022-01-19 12:30:00
2022-01-20,Long,SL Hit,17843.25,17743.25,-100.0,2022-01-20 13:15:00
2022-01-21,Long,SL Hit,17631.2,17531.2,-100.0,2022-01-21 09:15:00
2022-01-24,Long,SL Hit,17427.9,17327.9,-100.0,2022-01-24 11:45:00
2022-01-25,Long,SL Hit,17073.25,16973.25,-100.0,2022-01-25 09:15:00
2022-01-27,Long,SL Hit,17019.6,16919.6,-100.0,2022-01-27 11:30:00
2022-01-28,Long,SL Hit,17333.0,17233.0,-100.0,2022-01-28 09:15:00
2022-01-31,Long,Closed End of Day,17336.25,17338.3,2.05,2022-01-31 15:15:00
2022-02-01,Long,SL Hit,17578.1,17478.1,-100.0,2022-02-01 09:15:00
2022-02-02,Long,Closed End of Day,17722.9,17791.6,68.7,2022-02-02 15:15:00
2022-02-03,Long,SL Hit,17710.2,17610.2,-100.0,2022-02-03 13:30:00
2022-02-04,Long,Closed End of Day,17545.8,17503.0,68.7,2022-02-04 15:15:00
2022-02-07,Long,SL Hit,17414.95,17314.95,-100.0,2022-02-07 11:15:00
2022-02-08,Long,SL Hit,17194.4,17094.4,-100.0,2022-02-08 10:30:00
2022-02-09,Long,Closed End of Day,17417.3,17471.6,54.3,2022-02-09 15:15:00
2022-02-10,Long,Closed End of Day,17510.95,17586.95,76.0,2022-02-10 15:15:00
2022-02-11,Long,Closed End of Day,17330.8,17345.55,14.75,2022-02-11 15:15:00
2022-02-14,Long,SL Hit,17032.15,16932.15,-100.0,2022-02-14 09:15:00
2022-02-15,Long,Closed End of Day,16871.45,17351.85,480.4,2022-02-15 15:15:00
2022-02-16,Long,Closed End of Day,17333.6,17293.05,480.4,2022-02-16 15:15:00
2022-02-17,Long,Closed End of Day,17313.0,17280.15,480.4,2022-02-17 15:15:00
2022-02-18,Long,Closed End of Day,17298.05,17268.75,480.4,2022-02-18 15:15:00
2022-02-21,Long,Closed End of Day,17127.25,17205.75,78.5,2022-02-21 15:15:00
2022-02-22,Long,Closed End of Day,16923.8,17080.6,156.8,2022-02-22 15:15:00
2022-02-23,Long,SL Hit,17148.25,17048.25,-100.0,2022-02-23 15:00:00
2022-02-24,Long,SL Hit,16533.05,16433.05,-100.0,2022-02-24 13:30:00
2022-02-25,Long,SL Hit,16637.3,16537.3,-100.0,2022-02-25 09:15:00
2022-02-28,Long,Closed End of Day,16450.45,16789.45,339.0,2022-02-28 15:15:00
2022-03-02,Long,SL Hit,16591.7,16491.7,-100.0,2022-03-02 12:45:00
2022-03-03,Long,SL Hit,16641.55,16541.55,-100.0,2022-03-03 12:30:00
2022-03-04,Long,Closed End of Day,16219.15,16243.55,24.4,2022-03-04 15:15:00
2022-03-28,Long,Closed End of Day,17045.5,17214.7,169.2,2022-03-28 15:15:00
2022-03-29,Long,Closed End of Day,17283.55,17335.75,52.2,2022-03-29 15:15:00
2022-03-30,Long,Closed End of Day,17451.35,17471.6,20.25,2022-03-30 15:15:00
2022-03-31,Long,SL Hit,17541.55,17441.55,-100.0,2022-03-31 14:30:00
2022-04-01,Long,Closed End of Day,17526.75,17688.35,161.6,2022-04-01 15:15:00
2022-04-04,Long,SL Hit,18064.8,17964.8,-100.0,2022-04-04 09:15:00
2022-04-05,Long,Closed End of Day,17997.05,17930.75,161.6,2022-04-05 15:15:00
2022-04-06,Long,Closed End of Day,17830.25,17799.3,161.6,2022-04-06 15:15:00
2022-04-07,Long,SL Hit,17724.9,17624.9,-100.0,2022-04-07 15:00:00
2022-04-08,Long,Closed End of Day,17678.35,17800.3,121.95,2022-04-08 15:15:00
2022-04-11,Long,Closed End of Day,17708.5,17679.65,121.95,2022-04-11 15:15:00
2022-04-12,Long,Closed End of Day,17496.05,17519.95,23.9,2022-04-12 15:15:00
2022-04-13,Long,Closed End of Day,17552.6,17467.45,23.9,2022-04-13 15:15:00
2022-04-18,Long,Closed End of Day,17153.25,17185.8,32.55,2022-04-18 15:15:00
2022-04-19,Long,SL Hit,17194.1,17094.1,-100.0,2022-04-19 15:00:00
2022-04-20,Long,SL Hit,17113.7,17013.7,-100.0,2022-04-20 09:15:00
2022-04-21,Long,Closed End of Day,17262.45,17400.1,137.65,2022-04-21 15:15:00
2022-04-22,Long,Closed End of Day,17227.9,17172.1,137.65,2022-04-22 15:15:00
2022-04-25,Long,SL Hit,17033.4,16933.4,-100.0,2022-04-25 09:15:00
2022-04-26,Long,Closed End of Day,17148.55,17201.45,52.9,2022-04-26 15:15:00
2022-04-27,Long,SL Hit,17075.1,16975.1,-100.0,2022-04-27 12:45:00
2022-04-28,Long,Closed End of Day,17105.5,17231.35,125.85,2022-04-28 15:15:00
2022-04-29,Long,SL Hit,17272.9,17172.9,-100.0,2022-04-29 15:00:00
